Attaching to grafana-practica, prometheus-practica, postgres-practica, loki-practica, redis-practica, nginx-practica
[36mgrafana-practica |[0m logger=settings t=2025-12-01T04:19:08.921452334Z level=info msg="Starting Grafana" version=12.3.0 commit=20051fb1fc604fc54aae76356da1c14612af41d0 branch=release-12.3.0 compiled=2025-12-01T04:19:08Z
[33mloki-practica |[0m level=info ts=2025-12-01T18:49:00.862863682Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:49:00.862885623Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:49:30.797394262Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:49:30.863404892Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:49:30.863421673Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:50:00.863077612Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:50:00.863101576Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:50:30.79648787Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:50:30.798812445Z caller=table_manager.go:239 index-store=tsdb-2020-10-24 msg="syncing tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:50:30.798828735Z caller=table_manager.go:300 index-store=tsdb-2020-10-24 msg="query readiness setup completed" duration=2.244µs distinct_users_len=0 distinct_users=
[33mloki-practica |[0m level=info ts=2025-12-01T18:50:30.862575356Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:50:30.862596646Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:50:30.862643082Z caller=checkpoint.go:612 msg="starting checkpoint"
[33mloki-practica |[0m level=info ts=2025-12-01T18:50:30.862747757Z caller=checkpoint.go:337 msg="attempting checkpoint for" dir=/loki/wal/checkpoint.000025
[33mloki-practica |[0m level=info ts=2025-12-01T18:50:30.865545102Z caller=checkpoint.go:499 msg="atomic checkpoint finished" old=/loki/wal/checkpoint.000025.tmp new=/loki/wal/checkpoint.000025
[33mloki-practica |[0m level=info ts=2025-12-01T18:51:00.865534993Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:51:00.865558887Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:51:30.796566361Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:51:30.863746604Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:51:30.863769617Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:00.863563125Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:00.863585046Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:28.96727895Z caller=roundtrip.go:415 org_id=fake msg="executing query" type=labels label= length=6h0m0s query=
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:28.980803971Z caller=table_manager.go:195 index-store=tsdb-2020-10-24 msg="get or create table" found=false table=index_20423 wait_for_lock=631ns
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:28.980852412Z caller=table_manager.go:205 index-store=tsdb-2020-10-24 msg="downloading all files for table" table=index_20423
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:28.984285411Z caller=table_manager.go:195 index-store=tsdb-2020-10-24 msg="get or create table" found=true table=index_20423 wait_for_lock=561ns
[33mloki-practica |[0m ts=2025-12-01T18:52:28.988955223Z caller=spanlogger.go:152 table-name=index_20423 user-id=fake user=fake level=info msg="init index set" duration=4.506247ms success=true
[33mloki-practica |[0m ts=2025-12-01T18:52:28.988981823Z caller=spanlogger.go:152 table-name=index_20423 user-id=fake user=fake level=info msg="downloaded index set at query time" duration=4.506247ms
[33mloki-practica |[0m ts=2025-12-01T18:52:28.989242159Z caller=spanlogger.go:152 table-name=index_20423 user=fake level=info msg="init index set" duration=204.141µs success=true
[33mloki-practica |[0m ts=2025-12-01T18:52:28.989251426Z caller=spanlogger.go:152 table-name=index_20423 user=fake level=info msg="downloaded index set at query time" duration=204.141µs
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:28.991075738Z caller=metrics.go:292 org_id=fake latency=fast query_type=labels splits=0 start=2025-12-01T12:52:29.131Z end=2025-12-01T18:52:29.131Z start_delta=5h59m59.860072602s end_delta=-139.927177ms length=6h0m0s duration=16.993957ms status=200 label= query= query_hash=2166136261 total_entries=0 cache_label_results_req=0 cache_label_results_hit=0 cache_label_results_stored=0 cache_label_results_download_time=0s cache_label_results_query_length_served=0s
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:28.99147309Z caller=metrics.go:292 component=frontend org_id=fake latency=fast query_type=labels splits=0 start=2025-12-01T12:52:29.131Z end=2025-12-01T18:52:29.131Z start_delta=5h59m59.860471537s end_delta=-139.528313ms length=6h0m0s duration=24.138155ms status=200 label= query= query_hash=2166136261 total_entries=0 cache_label_results_req=0 cache_label_results_hit=0 cache_label_results_stored=0 cache_label_results_download_time=0s cache_label_results_query_length_served=0s
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:30.79648851Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:30.863385223Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:52:30.863407034Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:53:00.863525109Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:53:00.863550797Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:53:30.796765551Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:53:30.863665839Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:53:30.863690495Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:54:00.864837846Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:54:00.864865898Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:54:30.797257151Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:54:30.863303234Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:54:30.863327479Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:55:00.865605647Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:55:00.865632337Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:55:30.798554229Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:55:30.798673241Z caller=table_manager.go:239 index-store=tsdb-2020-10-24 msg="syncing tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:55:30.798780622Z caller=table_manager.go:300 index-store=tsdb-2020-10-24 msg="query readiness setup completed" duration=1.663µs distinct_users_len=0 distinct_users=
[33mloki-practica |[0m level=info ts=2025-12-01T18:55:30.865580608Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:55:30.865607498Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:55:30.865706453Z caller=checkpoint.go:612 msg="starting checkpoint"
[33mloki-practica |[0m level=info ts=2025-12-01T18:55:30.865863798Z caller=checkpoint.go:337 msg="attempting checkpoint for" dir=/loki/wal/checkpoint.000026
[33mloki-practica |[0m level=info ts=2025-12-01T18:55:30.868743721Z caller=checkpoint.go:499 msg="atomic checkpoint finished" old=/loki/wal/checkpoint.000026.tmp new=/loki/wal/checkpoint.000026
[33mloki-practica |[0m level=info ts=2025-12-01T18:56:00.863665437Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:56:00.863695924Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:56:30.797207419Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:56:30.865135155Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:56:30.86515906Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:57:00.863329461Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:57:00.863359286Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:57:30.799595023Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:57:30.863123527Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:57:30.863149346Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:58:00.863337449Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:58:00.863365251Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:58:30.796500301Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:58:30.863407197Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:58:30.863433146Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:59:00.862870888Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:59:00.86289889Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:59:30.796532216Z caller=table_manager.go:136 index-store=tsdb-2020-10-24 msg="uploading tables"
[33mloki-practica |[0m level=info ts=2025-12-01T18:59:30.863388084Z caller=recalculate_owned_streams.go:49 msg="starting recalculate owned streams job"
[33mloki-practica |[0m level=info ts=2025-12-01T18:59:30.863411699Z caller=recalculate_owned_streams.go:52 msg="completed recalculate owned streams job"
[34mprometheus-practica |[0m time=2025-12-01T04:19:07.321Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:19:08.134Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:19:09.074Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:19:09.997Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:19:11.181Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:19:13.161Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:19:16.822Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:19:23.616Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:19:36.706Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:20:02.606Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:20:54.164Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:21:54.457Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:22:54.794Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:23:55.099Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:24:55.388Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:25:55.657Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:26:55.932Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:27:56.216Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:28:56.504Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:29:56.819Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:30:57.125Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:31:57.475Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:32:57.754Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:33:58.034Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:34:58.314Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:35:58.627Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T04:36:58.912Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:00:30.039Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:00:30.810Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:00:31.445Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:00:32.327Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:00:33.500Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:00:35.379Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:00:38.830Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:00:45.487Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:00:58.582Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:01:24.439Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:02:15.899Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:03:16.181Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:04:16.428Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:05:16.714Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:06:16.955Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:07:17.226Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:08:17.466Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:09:17.751Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:10:18.009Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:11:18.267Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:12:18.536Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:13:18.787Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:14:19.040Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:15:19.304Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:16:19.569Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:17:19.816Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:18:20.066Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:19:20.307Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:20:20.557Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
